dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude,Year
2009-10-01,29.4,0.408,Madras,India,13.66N,80.09E,2009
2009-11-01,26.885,0.316,Madras,India,13.66N,80.09E,2009
2009-12-01,25.133000000000003,0.256,Madras,India,13.66N,80.09E,2009
2010-01-01,25.354,0.239,Madras,India,13.66N,80.09E,2010
2010-02-01,26.685,0.304,Madras,India,13.66N,80.09E,2010
2010-03-01,29.405,0.384,Madras,India,13.66N,80.09E,2010
2010-04-01,32.079,0.403,Madras,India,13.66N,80.09E,2010
2010-05-01,32.831,0.443,Madras,India,13.66N,80.09E,2010
2010-06-01,31.906999999999996,0.679,Madras,India,13.66N,80.09E,2010
2010-07-01,30.188000000000002,0.568,Madras,India,13.66N,80.09E,2010
2010-08-01,30.081,0.511,Madras,India,13.66N,80.09E,2010
2010-09-01,29.561,0.253,Madras,India,13.66N,80.09E,2010
2010-10-01,28.855999999999998,0.424,Madras,India,13.66N,80.09E,2010
2010-11-01,26.932,0.244,Madras,India,13.66N,80.09E,2010
2010-12-01,24.689,0.214,Madras,India,13.66N,80.09E,2010
2000-01-01,20.086,0.5379999999999999,Nagpur,India,21.70N,78.75E,2000
2000-02-01,21.229,0.294,Nagpur,India,21.70N,78.75E,2000
2000-03-01,26.191,0.225,Nagpur,India,21.70N,78.75E,2000
2000-04-01,32.968,0.28600000000000003,Nagpur,India,21.70N,78.75E,2000
2000-05-01,33.266,0.268,Nagpur,India,21.70N,78.75E,2000
2000-06-01,29.565,0.35200000000000004,Nagpur,India,21.70N,78.75E,2000
2000-07-01,26.673000000000002,0.278,Nagpur,India,21.70N,78.75E,2000
2000-08-01,27.219,0.326,Nagpur,India,21.70N,78.75E,2000
2000-09-01,27.168000000000003,0.358,Nagpur,India,21.70N,78.75E,2000
2000-10-01,26.916,0.742,Nagpur,India,21.70N,78.75E,2000
2000-11-01,23.365,0.431,Nagpur,India,21.70N,78.75E,2000
2000-12-01,19.531,0.643,Nagpur,India,21.70N,78.75E,2000
2001-01-01,19.767,0.349,Nagpur,India,21.70N,78.75E,2001
2001-02-01,23.497,0.478,Nagpur,India,21.70N,78.75E,2001
2001-03-01,27.212,0.299,Nagpur,India,21.70N,78.75E,2001
2001-04-01,30.677,0.404,Nagpur,India,21.70N,78.75E,2001
2001-05-01,34.728,0.259,Nagpur,India,21.70N,78.75E,2001
2001-06-01,29.064,0.416,Nagpur,India,21.70N,78.75E,2001
2001-07-01,26.504,0.359,Nagpur,India,21.70N,78.75E,2001
2001-08-01,26.45,0.196,Nagpur,India,21.70N,78.75E,2001
2001-09-01,28.275,0.361,Nagpur,India,21.70N,78.75E,2001
2001-10-01,26.108,0.198,Nagpur,India,21.70N,78.75E,2001
2001-11-01,23.16,0.447,Nagpur,India,21.70N,78.75E,2001
2001-12-01,20.418,0.851,Nagpur,India,21.70N,78.75E,2001
2002-01-01,19.347,0.23,Nagpur,India,21.70N,78.75E,2002
2002-02-01,23.028000000000002,0.467,Nagpur,India,21.70N,78.75E,2002
2002-03-01,27.529,0.25,Nagpur,India,21.70N,78.75E,2002
2002-04-01,32.448,0.259,Nagpur,India,21.70N,78.75E,2002
2002-05-01,35.501999999999995,0.4320000000000001,Nagpur,India,21.70N,78.75E,2002
2002-06-01,31.128,0.333,Nagpur,India,21.70N,78.75E,2002
2002-07-01,28.84,0.503,Nagpur,India,21.70N,78.75E,2002
2002-08-01,25.818,0.297,Nagpur,India,21.70N,78.75E,2002
2002-09-01,26.895,0.452,Nagpur,India,21.70N,78.75E,2002
2002-10-01,26.375999999999998,0.298,Nagpur,India,21.70N,78.75E,2002
2002-11-01,22.676,0.395,Nagpur,India,21.70N,78.75E,2002
2002-12-01,21.449,0.195,Nagpur,India,21.70N,78.75E,2002
2003-01-01,19.921,0.355,Nagpur,India,21.70N,78.75E,2003
2003-02-01,23.128,0.41,Nagpur,India,21.70N,78.75E,2003
2003-03-01,26.752,0.416,Nagpur,India,21.70N,78.75E,2003
2003-04-01,32.271,0.445,Nagpur,India,21.70N,78.75E,2003
2003-05-01,35.28800000000001,0.416,Nagpur,India,21.70N,78.75E,2003
2003-06-01,32.855,0.609,Nagpur,India,21.70N,78.75E,2003
2003-07-01,27.085,0.37,Nagpur,India,21.70N,78.75E,2003
2003-08-01,26.377,0.53,Nagpur,India,21.70N,78.75E,2003
2003-09-01,25.936999999999998,0.534,Nagpur,India,21.70N,78.75E,2003
2003-10-01,25.184,0.551,Nagpur,India,21.70N,78.75E,2003
2003-11-01,23.315,0.271,Nagpur,India,21.70N,78.75E,2003
2003-12-01,19.933,0.22,Nagpur,India,21.70N,78.75E,2003
2004-01-01,19.566,0.38,Nagpur,India,21.70N,78.75E,2004
2004-02-01,21.965999999999998,0.282,Nagpur,India,21.70N,78.75E,2004
2004-03-01,28.574,0.29600000000000004,Nagpur,India,21.70N,78.75E,2004
2004-04-01,32.565999999999995,0.425,Nagpur,India,21.70N,78.75E,2004
2004-05-01,34.123000000000005,0.259,Nagpur,India,21.70N,78.75E,2004
2004-06-01,30.826,0.421,Nagpur,India,21.70N,78.75E,2004
2004-07-01,27.933000000000003,0.165,Nagpur,India,21.70N,78.75E,2004
2004-08-01,25.732,0.439,Nagpur,India,21.70N,78.75E,2004
2004-09-01,27.765,0.37,Nagpur,India,21.70N,78.75E,2004
2004-10-01,25.176,0.379,Nagpur,India,21.70N,78.75E,2004
2004-11-01,22.729,0.195,Nagpur,India,21.70N,78.75E,2004
2004-12-01,19.92,0.138,Nagpur,India,21.70N,78.75E,2004
2005-01-01,19.655,0.16,Nagpur,India,21.70N,78.75E,2005
2005-02-01,22.729,0.482,Nagpur,India,21.70N,78.75E,2005
2005-03-01,27.264,0.402,Nagpur,India,21.70N,78.75E,2005
2005-04-01,31.02,0.363,Nagpur,India,21.70N,78.75E,2005
2005-05-01,34.505,0.403,Nagpur,India,21.70N,78.75E,2005
2005-06-01,33.462,0.379,Nagpur,India,21.70N,78.75E,2005
2005-07-01,26.884,0.195,Nagpur,India,21.70N,78.75E,2005
2005-08-01,26.531999999999996,0.361,Nagpur,India,21.70N,78.75E,2005
2005-09-01,27.031999999999996,0.222,Nagpur,India,21.70N,78.75E,2005
2005-10-01,25.396,0.422,Nagpur,India,21.70N,78.75E,2005
2005-11-01,21.496,0.624,Nagpur,India,21.70N,78.75E,2005
2005-12-01,18.775,0.42,Nagpur,India,21.70N,78.75E,2005
2006-01-01,19.785,0.403,Nagpur,India,21.70N,78.75E,2006
2006-02-01,24.314,0.181,Nagpur,India,21.70N,78.75E,2006
2006-03-01,25.441,0.273,Nagpur,India,21.70N,78.75E,2006
2006-04-01,31.357,0.312,Nagpur,India,21.70N,78.75E,2006
2006-05-01,33.944,0.371,Nagpur,India,21.70N,78.75E,2006
2006-06-01,31.834,0.32299999999999995,Nagpur,India,21.70N,78.75E,2006
2006-07-01,26.693,0.275,Nagpur,India,21.70N,78.75E,2006
2006-08-01,25.886999999999997,0.398,Nagpur,India,21.70N,78.75E,2006
2006-09-01,27.228,0.277,Nagpur,India,21.70N,78.75E,2006
2006-10-01,26.374000000000002,0.209,Nagpur,India,21.70N,78.75E,2006
2006-11-01,23.073,0.867,Nagpur,India,21.70N,78.75E,2006
2006-12-01,20.568,0.602,Nagpur,India,21.70N,78.75E,2006
2007-01-01,20.084,0.557,Nagpur,India,21.70N,78.75E,2007
2007-02-01,22.72,0.527,Nagpur,India,21.70N,78.75E,2007
2007-03-01,26.714000000000002,0.384,Nagpur,India,21.70N,78.75E,2007
2007-04-01,32.098,0.339,Nagpur,India,21.70N,78.75E,2007
2007-05-01,34.672000000000004,0.488,Nagpur,India,21.70N,78.75E,2007
2007-06-01,31.524,0.353,Nagpur,India,21.70N,78.75E,2007
2007-07-01,27.221999999999998,0.133,Nagpur,India,21.70N,78.75E,2007
2007-08-01,26.686999999999998,0.171,Nagpur,India,21.70N,78.75E,2007
2007-09-01,27.289,0.6659999999999999,Nagpur,India,21.70N,78.75E,2007
2007-10-01,25.276,0.212,Nagpur,India,21.70N,78.75E,2007
2007-11-01,22.343000000000004,0.512,Nagpur,India,21.70N,78.75E,2007
2007-12-01,20.095,0.215,Nagpur,India,21.70N,78.75E,2007
2008-01-01,19.701,0.485,Nagpur,India,21.70N,78.75E,2008
2008-02-01,20.788,0.28600000000000003,Nagpur,India,21.70N,78.75E,2008
2008-03-01,27.482,0.251,Nagpur,India,21.70N,78.75E,2008
2008-04-01,31.244,0.172,Nagpur,India,21.70N,78.75E,2008
2008-05-01,34.381,0.327,Nagpur,India,21.70N,78.75E,2008
2008-06-01,29.367,0.51,Nagpur,India,21.70N,78.75E,2008
2008-07-01,27.173000000000002,0.179,Nagpur,India,21.70N,78.75E,2008
2008-08-01,26.56,0.325,Nagpur,India,21.70N,78.75E,2008
2008-09-01,26.95,0.228,Nagpur,India,21.70N,78.75E,2008
2008-10-01,25.99,0.262,Nagpur,India,21.70N,78.75E,2008
2008-11-01,23.255,0.94,Nagpur,India,21.70N,78.75E,2008
2008-12-01,21.365,0.273,Nagpur,India,21.70N,78.75E,2008
2009-01-01,21.648000000000003,0.631,Nagpur,India,21.70N,78.75E,2009
2009-02-01,24.375,0.468,Nagpur,India,21.70N,78.75E,2009
2009-03-01,28.078000000000003,0.6829999999999999,Nagpur,India,21.70N,78.75E,2009
2009-04-01,32.116,0.532,Nagpur,India,21.70N,78.75E,2009
2009-05-01,35.22700000000001,0.515,Nagpur,India,21.70N,78.75E,2009
2009-06-01,33.426,0.213,Nagpur,India,21.70N,78.75E,2009
2009-07-01,27.193,0.29600000000000004,Nagpur,India,21.70N,78.75E,2009
2009-08-01,27.261999999999997,0.213,Nagpur,India,21.70N,78.75E,2009
2009-09-01,28.007,0.14,Nagpur,India,21.70N,78.75E,2009
2009-10-01,25.441999999999997,0.17600000000000002,Nagpur,India,21.70N,78.75E,2009
2009-11-01,22.36,0.334,Nagpur,India,21.70N,78.75E,2009
2009-12-01,20.533,0.362,Nagpur,India,21.70N,78.75E,2009
2010-01-01,18.679000000000002,0.496,Nagpur,India,21.70N,78.75E,2010
2010-02-01,22.809,0.379,Nagpur,India,21.70N,78.75E,2010
2010-03-01,28.861,0.498,Nagpur,India,21.70N,78.75E,2010
2010-04-01,33.411,0.297,Nagpur,India,21.70N,78.75E,2010
2010-05-01,35.86400000000001,0.175,Nagpur,India,21.70N,78.75E,2010
2010-06-01,32.452,0.214,Nagpur,India,21.70N,78.75E,2010
2010-07-01,27.482,0.147,Nagpur,India,21.70N,78.75E,2010
2010-08-01,26.953000000000003,0.188,Nagpur,India,21.70N,78.75E,2010
2010-09-01,27.008000000000003,0.241,Nagpur,India,21.70N,78.75E,2010
2010-10-01,26.252,0.235,Nagpur,India,21.70N,78.75E,2010
2010-11-01,24.233,0.825,Nagpur,India,21.70N,78.75E,2010
2010-12-01,19.12,0.501,Nagpur,India,21.70N,78.75E,2010
2000-01-01,15.201,0.512,New Delhi,India,28.13N,77.27E,2000
2000-02-01,16.387999999999998,0.385,New Delhi,India,28.13N,77.27E,2000
2000-03-01,22.921,0.31,New Delhi,India,28.13N,77.27E,2000
2000-04-01,31.266,0.3670000000000001,New Delhi,India,28.13N,77.27E,2000
2000-05-01,34.524,0.892,New Delhi,India,28.13N,77.27E,2000
2000-06-01,33.074000000000005,0.317,New Delhi,India,28.13N,77.27E,2000
2000-07-01,30.925,0.43,New Delhi,India,28.13N,77.27E,2000
2000-08-01,30.687,0.27,New Delhi,India,28.13N,77.27E,2000
2000-09-01,30.083000000000002,0.345,New Delhi,India,28.13N,77.27E,2000
2000-10-01,28.164,0.237,New Delhi,India,28.13N,77.27E,2000
2000-11-01,22.445,0.451,New Delhi,India,28.13N,77.27E,2000
2000-12-01,16.902,0.254,New Delhi,India,28.13N,77.27E,2000
2001-01-01,14.197000000000001,0.329,New Delhi,India,28.13N,77.27E,2001
2001-02-01,18.882,0.612,New Delhi,India,28.13N,77.27E,2001
2001-03-01,23.918000000000003,0.565,New Delhi,India,28.13N,77.27E,2001
2001-04-01,29.155,0.268,New Delhi,India,28.13N,77.27E,2001
2001-05-01,33.541000000000004,0.229,New Delhi,India,28.13N,77.27E,2001
2001-06-01,31.870000000000005,0.342,New Delhi,India,28.13N,77.27E,2001
2001-07-01,30.888,0.584,New Delhi,India,28.13N,77.27E,2001
2001-08-01,30.832,0.198,New Delhi,India,28.13N,77.27E,2001
2001-09-01,30.92,0.332,New Delhi,India,28.13N,77.27E,2001
2001-10-01,27.686999999999998,0.222,New Delhi,India,28.13N,77.27E,2001
2001-11-01,21.805999999999997,0.257,New Delhi,India,28.13N,77.27E,2001
2001-12-01,16.659000000000002,0.672,New Delhi,India,28.13N,77.27E,2001
2002-01-01,14.73,0.489,New Delhi,India,28.13N,77.27E,2002
2002-02-01,17.741999999999994,0.361,New Delhi,India,28.13N,77.27E,2002
2002-03-01,24.459,0.219,New Delhi,India,28.13N,77.27E,2002
2002-04-01,30.945,0.412,New Delhi,India,28.13N,77.27E,2002
2002-05-01,35.23600000000001,0.336,New Delhi,India,28.13N,77.27E,2002
2002-06-01,34.728,0.443,New Delhi,India,28.13N,77.27E,2002
2002-07-01,34.672,0.77,New Delhi,India,28.13N,77.27E,2002
2002-08-01,31.075,0.211,New Delhi,India,28.13N,77.27E,2002
2002-09-01,29.175,0.821,New Delhi,India,28.13N,77.27E,2002
2002-10-01,27.633000000000003,0.46,New Delhi,India,28.13N,77.27E,2002
2002-11-01,21.886000000000006,0.353,New Delhi,India,28.13N,77.27E,2002
2002-12-01,17.331,0.532,New Delhi,India,28.13N,77.27E,2002
2003-01-01,13.42,1.025,New Delhi,India,28.13N,77.27E,2003
2003-02-01,18.199,0.5710000000000001,New Delhi,India,28.13N,77.27E,2003
2003-03-01,23.682,0.574,New Delhi,India,28.13N,77.27E,2003
2003-04-01,30.752,0.3720000000000001,New Delhi,India,28.13N,77.27E,2003
2003-05-01,34.075,0.4320000000000001,New Delhi,India,28.13N,77.27E,2003
2003-06-01,35.325,0.517,New Delhi,India,28.13N,77.27E,2003
2003-07-01,30.653000000000002,0.584,New Delhi,India,28.13N,77.27E,2003
2003-08-01,30.252,0.45,New Delhi,India,28.13N,77.27E,2003
2003-09-01,29.166,0.398,New Delhi,India,28.13N,77.27E,2003
2003-10-01,26.345,0.326,New Delhi,India,28.13N,77.27E,2003
2003-11-01,20.962000000000003,0.379,New Delhi,India,28.13N,77.27E,2003
2003-12-01,15.822000000000001,0.537,New Delhi,India,28.13N,77.27E,2003
2004-01-01,14.199000000000002,0.392,New Delhi,India,28.13N,77.27E,2004
2004-02-01,18.737000000000002,0.483,New Delhi,India,28.13N,77.27E,2004
2004-03-01,26.432,0.254,New Delhi,India,28.13N,77.27E,2004
2004-04-01,31.433000000000003,0.238,New Delhi,India,28.13N,77.27E,2004
2004-05-01,33.999,0.29,New Delhi,India,28.13N,77.27E,2004
2004-06-01,33.016999999999996,0.241,New Delhi,India,28.13N,77.27E,2004
2004-07-01,32.816,0.7290000000000001,New Delhi,India,28.13N,77.27E,2004
2004-08-01,29.993000000000002,0.229,New Delhi,India,28.13N,77.27E,2004
2004-09-01,30.534000000000002,0.222,New Delhi,India,28.13N,77.27E,2004
2004-10-01,25.6,0.305,New Delhi,India,28.13N,77.27E,2004
2004-11-01,21.421999999999997,0.28,New Delhi,India,28.13N,77.27E,2004
2004-12-01,16.697,0.397,New Delhi,India,28.13N,77.27E,2004
2005-01-01,14.383,0.395,New Delhi,India,28.13N,77.27E,2005
2005-02-01,17.669,0.331,New Delhi,India,28.13N,77.27E,2005
2005-03-01,24.469,0.355,New Delhi,India,28.13N,77.27E,2005
2005-04-01,29.322,0.511,New Delhi,India,28.13N,77.27E,2005
2005-05-01,32.998000000000005,1.098,New Delhi,India,28.13N,77.27E,2005
2005-06-01,35.2,0.273,New Delhi,India,28.13N,77.27E,2005
2005-07-01,30.544,0.398,New Delhi,India,28.13N,77.27E,2005
2005-08-01,31.364,0.462,New Delhi,India,28.13N,77.27E,2005
2005-09-01,29.675,0.192,New Delhi,India,28.13N,77.27E,2005
2005-10-01,26.409000000000002,0.536,New Delhi,India,28.13N,77.27E,2005
2005-11-01,21.200000000000006,0.331,New Delhi,India,28.13N,77.27E,2005
2005-12-01,15.36,0.224,New Delhi,India,28.13N,77.27E,2005
2006-01-01,15.594000000000001,0.433,New Delhi,India,28.13N,77.27E,2006
2006-02-01,22.174,0.6920000000000001,New Delhi,India,28.13N,77.27E,2006
2006-03-01,23.271,0.3720000000000001,New Delhi,India,28.13N,77.27E,2006
2006-04-01,30.364,0.7859999999999999,New Delhi,India,28.13N,77.27E,2006
2006-05-01,34.188,0.4970000000000001,New Delhi,India,28.13N,77.27E,2006
2006-06-01,32.943000000000005,0.8270000000000001,New Delhi,India,28.13N,77.27E,2006
2006-07-01,31.412,0.36,New Delhi,India,28.13N,77.27E,2006
2006-08-01,30.507,0.585,New Delhi,India,28.13N,77.27E,2006
2006-09-01,30.051,0.275,New Delhi,India,28.13N,77.27E,2006
2006-10-01,27.5,0.355,New Delhi,India,28.13N,77.27E,2006
2006-11-01,21.846,0.525,New Delhi,India,28.13N,77.27E,2006
2006-12-01,16.541,0.196,New Delhi,India,28.13N,77.27E,2006
2007-01-01,15.12,0.129,New Delhi,India,28.13N,77.27E,2007
2007-02-01,18.382,1.132,New Delhi,India,28.13N,77.27E,2007
2007-03-01,22.863000000000003,0.499,New Delhi,India,28.13N,77.27E,2007
2007-04-01,31.331,0.524,New Delhi,India,28.13N,77.27E,2007
2007-05-01,33.907000000000004,0.5720000000000001,New Delhi,India,28.13N,77.27E,2007
2007-06-01,34.446000000000005,0.355,New Delhi,India,28.13N,77.27E,2007
2007-07-01,31.745,0.884,New Delhi,India,28.13N,77.27E,2007
2007-08-01,30.95,0.7929999999999999,New Delhi,India,28.13N,77.27E,2007
2007-09-01,30.266,0.6709999999999999,New Delhi,India,28.13N,77.27E,2007
2007-10-01,26.886,0.33,New Delhi,India,28.13N,77.27E,2007
2007-11-01,21.927000000000003,0.197,New Delhi,India,28.13N,77.27E,2007
2007-12-01,15.925,0.276,New Delhi,India,28.13N,77.27E,2007
2008-01-01,14.534,0.156,New Delhi,India,28.13N,77.27E,2008
2008-02-01,16.808999999999994,0.253,New Delhi,India,28.13N,77.27E,2008
2008-03-01,25.979,0.348,New Delhi,India,28.13N,77.27E,2008
2008-04-01,29.609,1.075,New Delhi,India,28.13N,77.27E,2008
2008-05-01,32.313,0.542,New Delhi,India,28.13N,77.27E,2008
2008-06-01,31.151000000000003,0.397,New Delhi,India,28.13N,77.27E,2008
2008-07-01,30.918000000000003,0.217,New Delhi,India,28.13N,77.27E,2008
2008-08-01,29.868000000000002,0.27,New Delhi,India,28.13N,77.27E,2008
2008-09-01,29.513,0.364,New Delhi,India,28.13N,77.27E,2008
2008-10-01,27.791999999999998,0.81,New Delhi,India,28.13N,77.27E,2008
2008-11-01,21.769,0.53,New Delhi,India,28.13N,77.27E,2008
2008-12-01,17.845,0.157,New Delhi,India,28.13N,77.27E,2008
2009-01-01,16.096,0.253,New Delhi,India,28.13N,77.27E,2009
2009-02-01,19.479,0.366,New Delhi,India,28.13N,77.27E,2009
2009-03-01,24.655,0.416,New Delhi,India,28.13N,77.27E,2009
2009-04-01,30.182,0.429,New Delhi,India,28.13N,77.27E,2009
2009-05-01,34.067,0.472,New Delhi,India,28.13N,77.27E,2009
2009-06-01,35.543,0.527,New Delhi,India,28.13N,77.27E,2009
2009-07-01,32.271,0.274,New Delhi,India,28.13N,77.27E,2009
2009-08-01,31.519000000000002,0.387,New Delhi,India,28.13N,77.27E,2009
2009-09-01,30.154,0.292,New Delhi,India,28.13N,77.27E,2009
2009-10-01,26.6,0.417,New Delhi,India,28.13N,77.27E,2009
2009-11-01,21.214,0.293,New Delhi,India,28.13N,77.27E,2009
2009-12-01,16.871,0.338,New Delhi,India,28.13N,77.27E,2009
2010-01-01,14.014000000000001,0.493,New Delhi,India,28.13N,77.27E,2010
2010-02-01,19.178,0.368,New Delhi,India,28.13N,77.27E,2010
2010-03-01,26.953000000000003,0.238,New Delhi,India,28.13N,77.27E,2010
2010-04-01,32.809,0.358,New Delhi,India,28.13N,77.27E,2010
2010-05-01,35.61,0.321,New Delhi,India,28.13N,77.27E,2010
2010-06-01,35.165,0.285,New Delhi,India,28.13N,77.27E,2010
2010-07-01,31.465,0.439,New Delhi,India,28.13N,77.27E,2010
2010-08-01,30.031,0.655,New Delhi,India,28.13N,77.27E,2010
2010-09-01,28.612,0.733,New Delhi,India,28.13N,77.27E,2010
2010-10-01,27.256,0.475,New Delhi,India,28.13N,77.27E,2010
2010-11-01,21.756999999999998,0.314,New Delhi,India,28.13N,77.27E,2010
2010-12-01,15.393,0.6509999999999999,New Delhi,India,28.13N,77.27E,2010
2000-01-01,21.62,0.324,Pune,India,18.48N,74.37E,2000
2000-02-01,22.414,0.397,Pune,India,18.48N,74.37E,2000
2000-03-01,25.775,0.423,Pune,India,18.48N,74.37E,2000
2000-04-01,30.013,0.6629999999999999,Pune,India,18.48N,74.37E,2000
2000-05-01,29.434,0.28,Pune,India,18.48N,74.37E,2000
2000-06-01,26.915000000000006,0.34600000000000003,Pune,India,18.48N,74.37E,2000
2000-07-01,24.93,0.371,Pune,India,18.48N,74.37E,2000
2000-08-01,25.085,0.361,Pune,India,18.48N,74.37E,2000
2000-09-01,25.663,0.218,Pune,India,18.48N,74.37E,2000
2000-10-01,25.695,0.302,Pune,India,18.48N,74.37E,2000
2000-11-01,23.338,0.462,Pune,India,18.48N,74.37E,2000
2000-12-01,20.449,0.506,Pune,India,18.48N,74.37E,2000
2001-01-01,21.392000000000003,0.584,Pune,India,18.48N,74.37E,2001
2001-02-01,23.54,0.483,Pune,India,18.48N,74.37E,2001
2001-03-01,26.301,0.362,Pune,India,18.48N,74.37E,2001
2001-04-01,29.511000000000006,0.311,Pune,India,18.48N,74.37E,2001
2001-05-01,30.365,0.247,Pune,India,18.48N,74.37E,2001
2001-06-01,27.105,0.501,Pune,India,18.48N,74.37E,2001
2001-07-01,25.145000000000003,0.4970000000000001,Pune,India,18.48N,74.37E,2001
2001-08-01,24.66,0.293,Pune,India,18.48N,74.37E,2001
2001-09-01,25.836,0.269,Pune,India,18.48N,74.37E,2001
2001-10-01,25.048,0.213,Pune,India,18.48N,74.37E,2001
2001-11-01,23.566999999999997,0.561,Pune,India,18.48N,74.37E,2001
2001-12-01,21.584000000000003,0.408,Pune,India,18.48N,74.37E,2001
2002-01-01,20.415000000000006,0.557,Pune,India,18.48N,74.37E,2002
2002-02-01,24.183000000000003,0.544,Pune,India,18.48N,74.37E,2002
2002-03-01,27.204,0.265,Pune,India,18.48N,74.37E,2002
2002-04-01,30.346,0.394,Pune,India,18.48N,74.37E,2002
2002-05-01,30.952,0.329,Pune,India,18.48N,74.37E,2002
2002-06-01,27.200000000000006,0.364,Pune,India,18.48N,74.37E,2002
2002-07-01,25.964,0.364,Pune,India,18.48N,74.37E,2002
2002-08-01,24.384,0.344,Pune,India,18.48N,74.37E,2002
2002-09-01,25.500999999999998,0.397,Pune,India,18.48N,74.37E,2002
2002-10-01,25.865,0.476,Pune,India,18.48N,74.37E,2002
2002-11-01,23.284000000000002,0.301,Pune,India,18.48N,74.37E,2002
2002-12-01,21.698,0.447,Pune,India,18.48N,74.37E,2002
2003-01-01,22.083,0.34700000000000003,Pune,India,18.48N,74.37E,2003
2003-02-01,24.476,0.308,Pune,India,18.48N,74.37E,2003
2003-03-01,27.294,0.304,Pune,India,18.48N,74.37E,2003
2003-04-01,29.816000000000006,0.472,Pune,India,18.48N,74.37E,2003
2003-05-01,31.03,0.371,Pune,India,18.48N,74.37E,2003
2003-06-01,28.03,0.3670000000000001,Pune,India,18.48N,74.37E,2003
2003-07-01,25.476999999999997,0.366,Pune,India,18.48N,74.37E,2003
2003-08-01,24.998,0.409,Pune,India,18.48N,74.37E,2003
2003-09-01,25.156,0.458,Pune,India,18.48N,74.37E,2003
2003-10-01,25.543000000000003,0.36,Pune,India,18.48N,74.37E,2003
2003-11-01,24.05,0.263,Pune,India,18.48N,74.37E,2003
2003-12-01,21.028,0.6559999999999999,Pune,India,18.48N,74.37E,2003
2004-01-01,21.070999999999998,0.9,Pune,India,18.48N,74.37E,2004
2004-02-01,23.621,0.5720000000000001,Pune,India,18.48N,74.37E,2004
2004-03-01,28.128,0.353,Pune,India,18.48N,74.37E,2004
2004-04-01,29.73,0.284,Pune,India,18.48N,74.37E,2004
2004-05-01,29.902,0.311,Pune,India,18.48N,74.37E,2004
2004-06-01,27.084,0.353,Pune,India,18.48N,74.37E,2004
2004-07-01,25.340999999999998,0.237,Pune,India,18.48N,74.37E,2004
2004-08-01,24.395,0.278,Pune,India,18.48N,74.37E,2004
2004-09-01,25.27,0.354,Pune,India,18.48N,74.37E,2004
2004-10-01,24.6,0.453,Pune,India,18.48N,74.37E,2004
2004-11-01,23.667,0.28,Pune,India,18.48N,74.37E,2004
2004-12-01,20.985000000000007,0.276,Pune,India,18.48N,74.37E,2004
2005-01-01,21.059,0.466,Pune,India,18.48N,74.37E,2005
2005-02-01,23.374000000000002,0.454,Pune,India,18.48N,74.37E,2005
2005-03-01,26.701,0.271,Pune,India,18.48N,74.37E,2005
2005-04-01,29.430000000000003,0.219,Pune,India,18.48N,74.37E,2005
2005-05-01,30.583000000000002,0.238,Pune,India,18.48N,74.37E,2005
2005-06-01,28.304,0.244,Pune,India,18.48N,74.37E,2005
2005-07-01,25.232000000000006,0.223,Pune,India,18.48N,74.37E,2005
2005-08-01,24.504,0.215,Pune,India,18.48N,74.37E,2005
2005-09-01,24.857,0.254,Pune,India,18.48N,74.37E,2005
2005-10-01,24.608,0.195,Pune,India,18.48N,74.37E,2005
2005-11-01,22.01,0.398,Pune,India,18.48N,74.37E,2005
2005-12-01,20.365,0.244,Pune,India,18.48N,74.37E,2005
2006-01-01,21.116999999999997,0.373,Pune,India,18.48N,74.37E,2006
2006-02-01,24.321,0.209,Pune,India,18.48N,74.37E,2006
2006-03-01,26.355,0.348,Pune,India,18.48N,74.37E,2006
2006-04-01,29.219,0.426,Pune,India,18.48N,74.37E,2006
2006-05-01,30.375,0.491,Pune,India,18.48N,74.37E,2006
2006-06-01,27.249,0.315,Pune,India,18.48N,74.37E,2006
2006-07-01,24.926,0.325,Pune,India,18.48N,74.37E,2006
2006-08-01,24.315,0.299,Pune,India,18.48N,74.37E,2006
2006-09-01,25.421,0.273,Pune,India,18.48N,74.37E,2006
2006-10-01,25.467,0.354,Pune,India,18.48N,74.37E,2006
2006-11-01,23.622,0.199,Pune,India,18.48N,74.37E,2006
2006-12-01,21.335,0.387,Pune,India,18.48N,74.37E,2006
2007-01-01,21.741000000000003,0.255,Pune,India,18.48N,74.37E,2007
2007-02-01,23.606,0.224,Pune,India,18.48N,74.37E,2007
2007-03-01,27.230999999999998,0.236,Pune,India,18.48N,74.37E,2007
2007-04-01,30.019,0.198,Pune,India,18.48N,74.37E,2007
2007-05-01,30.738000000000003,0.211,Pune,India,18.48N,74.37E,2007
2007-06-01,27.733,0.424,Pune,India,18.48N,74.37E,2007
2007-07-01,25.585,0.294,Pune,India,18.48N,74.37E,2007
2007-08-01,25.072,0.314,Pune,India,18.48N,74.37E,2007
2007-09-01,25.302,0.256,Pune,India,18.48N,74.37E,2007
2007-10-01,25.320999999999998,0.224,Pune,India,18.48N,74.37E,2007
2007-11-01,23.013,0.235,Pune,India,18.48N,74.37E,2007
2007-12-01,21.656999999999996,0.263,Pune,India,18.48N,74.37E,2007
2008-01-01,20.705,0.374,Pune,India,18.48N,74.37E,2008
2008-02-01,22.348000000000003,0.406,Pune,India,18.48N,74.37E,2008
