dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude,Year
2000-09-01,28.622,0.18600000000000005,Kanpur,India,26.52N,80.60E,2000
2000-10-01,27.077,0.29100000000000004,Kanpur,India,26.52N,80.60E,2000
2000-11-01,21.952,0.35600000000000004,Kanpur,India,26.52N,80.60E,2000
2000-12-01,16.625999999999998,0.41,Kanpur,India,26.52N,80.60E,2000
2001-01-01,14.247,0.471,Kanpur,India,26.52N,80.60E,2001
2001-02-01,19.058,0.395,Kanpur,India,26.52N,80.60E,2001
2001-03-01,24.021,0.584,Kanpur,India,26.52N,80.60E,2001
2001-04-01,29.304,0.407,Kanpur,India,26.52N,80.60E,2001
2001-05-01,32.65000000000001,0.196,Kanpur,India,26.52N,80.60E,2001
2001-06-01,30.66,0.443,Kanpur,India,26.52N,80.60E,2001
2001-07-01,29.581,0.207,Kanpur,India,26.52N,80.60E,2001
2001-08-01,29.988000000000003,0.225,Kanpur,India,26.52N,80.60E,2001
2001-09-01,29.916,0.261,Kanpur,India,26.52N,80.60E,2001
2001-10-01,26.656,0.475,Kanpur,India,26.52N,80.60E,2001
2001-11-01,21.604,0.639,Kanpur,India,26.52N,80.60E,2001
2001-12-01,16.233,0.634,Kanpur,India,26.52N,80.60E,2001
2002-01-01,15.17,0.7509999999999999,Kanpur,India,26.52N,80.60E,2002
2002-02-01,18.829,0.5920000000000001,Kanpur,India,26.52N,80.60E,2002
2002-03-01,24.833,0.406,Kanpur,India,26.52N,80.60E,2002
2002-04-01,30.561,0.371,Kanpur,India,26.52N,80.60E,2002
2002-05-01,33.909000000000006,0.867,Kanpur,India,26.52N,80.60E,2002
2002-06-01,33.458,0.297,Kanpur,India,26.52N,80.60E,2002
2002-07-01,33.151,0.6920000000000001,Kanpur,India,26.52N,80.60E,2002
2002-08-01,29.752,0.08900000000000001,Kanpur,India,26.52N,80.60E,2002
2002-09-01,28.103,0.208,Kanpur,India,26.52N,80.60E,2002
2002-10-01,26.561999999999998,0.605,Kanpur,India,26.52N,80.60E,2002
2002-11-01,21.587,0.674,Kanpur,India,26.52N,80.60E,2002
2002-12-01,17.487000000000002,0.769,Kanpur,India,26.52N,80.60E,2002
2003-01-01,13.196,0.909,Kanpur,India,26.52N,80.60E,2003
2003-02-01,18.852,0.4970000000000001,Kanpur,India,26.52N,80.60E,2003
2003-03-01,23.726999999999997,0.44,Kanpur,India,26.52N,80.60E,2003
2003-04-01,30.708,0.33,Kanpur,India,26.52N,80.60E,2003
2003-05-01,33.544000000000004,0.29100000000000004,Kanpur,India,26.52N,80.60E,2003
2003-06-01,33.858000000000004,0.59,Kanpur,India,26.52N,80.60E,2003
2003-07-01,30.223000000000003,0.322,Kanpur,India,26.52N,80.60E,2003
2003-08-01,29.676,0.42,Kanpur,India,26.52N,80.60E,2003
2003-09-01,28.055,0.337,Kanpur,India,26.52N,80.60E,2003
2003-10-01,25.631,0.483,Kanpur,India,26.52N,80.60E,2003
2003-11-01,21.116,0.528,Kanpur,India,26.52N,80.60E,2003
2003-12-01,16.323,0.322,Kanpur,India,26.52N,80.60E,2003
2004-01-01,13.845999999999998,0.365,Kanpur,India,26.52N,80.60E,2004
2004-02-01,18.799,0.489,Kanpur,India,26.52N,80.60E,2004
2004-03-01,26.199,0.331,Kanpur,India,26.52N,80.60E,2004
2004-04-01,30.909000000000002,0.511,Kanpur,India,26.52N,80.60E,2004
2004-05-01,33.729000000000006,0.42,Kanpur,India,26.52N,80.60E,2004
2004-06-01,31.482,0.279,Kanpur,India,26.52N,80.60E,2004
2004-07-01,30.494,0.343,Kanpur,India,26.52N,80.60E,2004
2004-08-01,29.485,0.227,Kanpur,India,26.52N,80.60E,2004
2004-09-01,29.663,0.239,Kanpur,India,26.52N,80.60E,2004
2004-10-01,25.206999999999997,0.324,Kanpur,India,26.52N,80.60E,2004
2004-11-01,20.548000000000002,0.13699999999999998,Kanpur,India,26.52N,80.60E,2004
2004-12-01,16.677,0.429,Kanpur,India,26.52N,80.60E,2004
2005-01-01,15.503,0.631,Kanpur,India,26.52N,80.60E,2005
2005-02-01,19.118,0.397,Kanpur,India,26.52N,80.60E,2005
2005-03-01,25.377,0.606,Kanpur,India,26.52N,80.60E,2005
2005-04-01,29.719,0.622,Kanpur,India,26.52N,80.60E,2005
2005-05-01,32.86600000000001,0.263,Kanpur,India,26.52N,80.60E,2005
2005-06-01,34.875,0.398,Kanpur,India,26.52N,80.60E,2005
2005-07-01,29.353,0.421,Kanpur,India,26.52N,80.60E,2005
2005-08-01,30.069000000000003,0.441,Kanpur,India,26.52N,80.60E,2005
2005-09-01,29.035,0.515,Kanpur,India,26.52N,80.60E,2005
2005-10-01,25.775,0.7090000000000001,Kanpur,India,26.52N,80.60E,2005
2005-11-01,20.333,0.407,Kanpur,India,26.52N,80.60E,2005
2005-12-01,15.435,0.309,Kanpur,India,26.52N,80.60E,2005
2006-01-01,15.794,0.62,Kanpur,India,26.52N,80.60E,2006
2006-02-01,21.92,0.4370000000000001,Kanpur,India,26.52N,80.60E,2006
2006-03-01,23.730999999999998,1.176,Kanpur,India,26.52N,80.60E,2006
2006-04-01,30.109,0.602,Kanpur,India,26.52N,80.60E,2006
2006-05-01,32.779,0.389,Kanpur,India,26.52N,80.60E,2006
2006-06-01,32.319,0.43,Kanpur,India,26.52N,80.60E,2006
2006-07-01,29.788,0.3670000000000001,Kanpur,India,26.52N,80.60E,2006
2006-08-01,29.475,0.441,Kanpur,India,26.52N,80.60E,2006
2006-09-01,29.334,0.5760000000000001,Kanpur,India,26.52N,80.60E,2006
2006-10-01,26.791999999999998,0.419,Kanpur,India,26.52N,80.60E,2006
2006-11-01,21.322,0.331,Kanpur,India,26.52N,80.60E,2006
2006-12-01,16.823,0.56,Kanpur,India,26.52N,80.60E,2006
2007-01-01,15.423,1.084,Kanpur,India,26.52N,80.60E,2007
2007-02-01,18.362000000000002,0.789,Kanpur,India,26.52N,80.60E,2007
2007-03-01,23.195,0.368,Kanpur,India,26.52N,80.60E,2007
2007-04-01,30.820999999999998,0.585,Kanpur,India,26.52N,80.60E,2007
2007-05-01,32.545,0.599,Kanpur,India,26.52N,80.60E,2007
2007-06-01,32.946,0.475,Kanpur,India,26.52N,80.60E,2007
2007-07-01,30.075,0.32,Kanpur,India,26.52N,80.60E,2007
2007-08-01,29.578000000000003,0.339,Kanpur,India,26.52N,80.60E,2007
2007-09-01,29.158,0.292,Kanpur,India,26.52N,80.60E,2007
2007-10-01,25.851999999999997,0.24,Kanpur,India,26.52N,80.60E,2007
2007-11-01,21.096,0.197,Kanpur,India,26.52N,80.60E,2007
2007-12-01,16.182000000000002,0.329,Kanpur,India,26.52N,80.60E,2007
2008-01-01,15.413,0.34,Kanpur,India,26.52N,80.60E,2008
2008-02-01,17.141,0.34700000000000003,Kanpur,India,26.52N,80.60E,2008
2008-03-01,25.366,0.507,Kanpur,India,26.52N,80.60E,2008
2008-04-01,29.594,0.508,Kanpur,India,26.52N,80.60E,2008
2008-05-01,32.247,0.285,Kanpur,India,26.52N,80.60E,2008
2008-06-01,29.574,0.412,Kanpur,India,26.52N,80.60E,2008
2008-07-01,28.991,0.399,Kanpur,India,26.52N,80.60E,2008
2008-08-01,29.177,0.245,Kanpur,India,26.52N,80.60E,2008
2008-09-01,29.090999999999998,0.195,Kanpur,India,26.52N,80.60E,2008
2008-10-01,26.318,0.419,Kanpur,India,26.52N,80.60E,2008
2008-11-01,20.963,0.331,Kanpur,India,26.52N,80.60E,2008
2008-12-01,17.442,0.261,Kanpur,India,26.52N,80.60E,2008
2009-01-01,16.247,0.304,Kanpur,India,26.52N,80.60E,2009
2009-02-01,19.888,0.29600000000000004,Kanpur,India,26.52N,80.60E,2009
2009-03-01,24.783,0.412,Kanpur,India,26.52N,80.60E,2009
2009-04-01,30.399,0.506,Kanpur,India,26.52N,80.60E,2009
2009-05-01,32.794000000000004,0.477,Kanpur,India,26.52N,80.60E,2009
2009-06-01,34.672999999999995,0.269,Kanpur,India,26.52N,80.60E,2009
2009-07-01,30.95,0.21,Kanpur,India,26.52N,80.60E,2009
2009-08-01,30.346,0.527,Kanpur,India,26.52N,80.60E,2009
2009-09-01,29.11,0.263,Kanpur,India,26.52N,80.60E,2009
2009-10-01,25.239,0.215,Kanpur,India,26.52N,80.60E,2009
2009-11-01,20.749000000000002,0.243,Kanpur,India,26.52N,80.60E,2009
2009-12-01,16.666999999999998,0.621,Kanpur,India,26.52N,80.60E,2009
2010-01-01,13.147,0.502,Kanpur,India,26.52N,80.60E,2010
2010-02-01,18.987000000000002,0.414,Kanpur,India,26.52N,80.60E,2010
2010-03-01,26.496,0.46,Kanpur,India,26.52N,80.60E,2010
2010-04-01,32.330999999999996,0.4,Kanpur,India,26.52N,80.60E,2010
2010-05-01,33.902,0.57,Kanpur,India,26.52N,80.60E,2010
2010-06-01,34.421,0.21600000000000005,Kanpur,India,26.52N,80.60E,2010
2010-07-01,30.783,0.412,Kanpur,India,26.52N,80.60E,2010
2010-08-01,29.618000000000002,0.28800000000000003,Kanpur,India,26.52N,80.60E,2010
2010-09-01,28.54,0.4,Kanpur,India,26.52N,80.60E,2010
2010-10-01,26.308000000000003,0.359,Kanpur,India,26.52N,80.60E,2010
2010-11-01,21.889,0.481,Kanpur,India,26.52N,80.60E,2010
2010-12-01,15.839,0.8190000000000001,Kanpur,India,26.52N,80.60E,2010
2000-01-01,15.152000000000001,0.276,Lakhnau,India,26.52N,80.60E,2000
2000-02-01,16.919,0.422,Lakhnau,India,26.52N,80.60E,2000
2000-03-01,23.325,0.5,Lakhnau,India,26.52N,80.60E,2000
2000-04-01,30.723000000000003,0.35600000000000004,Lakhnau,India,26.52N,80.60E,2000
2000-05-01,33.11000000000001,0.344,Lakhnau,India,26.52N,80.60E,2000
2000-06-01,31.189,0.423,Lakhnau,India,26.52N,80.60E,2000
2000-07-01,29.702,0.293,Lakhnau,India,26.52N,80.60E,2000
2000-08-01,29.85,0.261,Lakhnau,India,26.52N,80.60E,2000
2000-09-01,28.622,0.18600000000000005,Lakhnau,India,26.52N,80.60E,2000
2000-10-01,27.077,0.29100000000000004,Lakhnau,India,26.52N,80.60E,2000
2000-11-01,21.952,0.35600000000000004,Lakhnau,India,26.52N,80.60E,2000
2000-12-01,16.625999999999998,0.41,Lakhnau,India,26.52N,80.60E,2000
2001-01-01,14.247,0.471,Lakhnau,India,26.52N,80.60E,2001
2001-02-01,19.058,0.395,Lakhnau,India,26.52N,80.60E,2001
2001-03-01,24.021,0.584,Lakhnau,India,26.52N,80.60E,2001
2001-04-01,29.304,0.407,Lakhnau,India,26.52N,80.60E,2001
2001-05-01,32.65000000000001,0.196,Lakhnau,India,26.52N,80.60E,2001
2001-06-01,30.66,0.443,Lakhnau,India,26.52N,80.60E,2001
2001-07-01,29.581,0.207,Lakhnau,India,26.52N,80.60E,2001
2001-08-01,29.988000000000003,0.225,Lakhnau,India,26.52N,80.60E,2001
2001-09-01,29.916,0.261,Lakhnau,India,26.52N,80.60E,2001
2001-10-01,26.656,0.475,Lakhnau,India,26.52N,80.60E,2001
2001-11-01,21.604,0.639,Lakhnau,India,26.52N,80.60E,2001
2001-12-01,16.233,0.634,Lakhnau,India,26.52N,80.60E,2001
2002-01-01,15.17,0.7509999999999999,Lakhnau,India,26.52N,80.60E,2002
2002-02-01,18.829,0.5920000000000001,Lakhnau,India,26.52N,80.60E,2002
2002-03-01,24.833,0.406,Lakhnau,India,26.52N,80.60E,2002
2002-04-01,30.561,0.371,Lakhnau,India,26.52N,80.60E,2002
2002-05-01,33.909000000000006,0.867,Lakhnau,India,26.52N,80.60E,2002
2002-06-01,33.458,0.297,Lakhnau,India,26.52N,80.60E,2002
2002-07-01,33.151,0.6920000000000001,Lakhnau,India,26.52N,80.60E,2002
2002-08-01,29.752,0.08900000000000001,Lakhnau,India,26.52N,80.60E,2002
2002-09-01,28.103,0.208,Lakhnau,India,26.52N,80.60E,2002
2002-10-01,26.561999999999998,0.605,Lakhnau,India,26.52N,80.60E,2002
2002-11-01,21.587,0.674,Lakhnau,India,26.52N,80.60E,2002
2002-12-01,17.487000000000002,0.769,Lakhnau,India,26.52N,80.60E,2002
2003-01-01,13.196,0.909,Lakhnau,India,26.52N,80.60E,2003
2003-02-01,18.852,0.4970000000000001,Lakhnau,India,26.52N,80.60E,2003
2003-03-01,23.726999999999997,0.44,Lakhnau,India,26.52N,80.60E,2003
2003-04-01,30.708,0.33,Lakhnau,India,26.52N,80.60E,2003
2003-05-01,33.544000000000004,0.29100000000000004,Lakhnau,India,26.52N,80.60E,2003
2003-06-01,33.858000000000004,0.59,Lakhnau,India,26.52N,80.60E,2003
2003-07-01,30.223000000000003,0.322,Lakhnau,India,26.52N,80.60E,2003
2003-08-01,29.676,0.42,Lakhnau,India,26.52N,80.60E,2003
2003-09-01,28.055,0.337,Lakhnau,India,26.52N,80.60E,2003
2003-10-01,25.631,0.483,Lakhnau,India,26.52N,80.60E,2003
2003-11-01,21.116,0.528,Lakhnau,India,26.52N,80.60E,2003
2003-12-01,16.323,0.322,Lakhnau,India,26.52N,80.60E,2003
2004-01-01,13.845999999999998,0.365,Lakhnau,India,26.52N,80.60E,2004
2004-02-01,18.799,0.489,Lakhnau,India,26.52N,80.60E,2004
2004-03-01,26.199,0.331,Lakhnau,India,26.52N,80.60E,2004
2004-04-01,30.909000000000002,0.511,Lakhnau,India,26.52N,80.60E,2004
2004-05-01,33.729000000000006,0.42,Lakhnau,India,26.52N,80.60E,2004
2004-06-01,31.482,0.279,Lakhnau,India,26.52N,80.60E,2004
2004-07-01,30.494,0.343,Lakhnau,India,26.52N,80.60E,2004
2004-08-01,29.485,0.227,Lakhnau,India,26.52N,80.60E,2004
2004-09-01,29.663,0.239,Lakhnau,India,26.52N,80.60E,2004
2004-10-01,25.206999999999997,0.324,Lakhnau,India,26.52N,80.60E,2004
2004-11-01,20.548000000000002,0.13699999999999998,Lakhnau,India,26.52N,80.60E,2004
2004-12-01,16.677,0.429,Lakhnau,India,26.52N,80.60E,2004
2005-01-01,15.503,0.631,Lakhnau,India,26.52N,80.60E,2005
2005-02-01,19.118,0.397,Lakhnau,India,26.52N,80.60E,2005
2005-03-01,25.377,0.606,Lakhnau,India,26.52N,80.60E,2005
2005-04-01,29.719,0.622,Lakhnau,India,26.52N,80.60E,2005
2005-05-01,32.86600000000001,0.263,Lakhnau,India,26.52N,80.60E,2005
2005-06-01,34.875,0.398,Lakhnau,India,26.52N,80.60E,2005
2005-07-01,29.353,0.421,Lakhnau,India,26.52N,80.60E,2005
2005-08-01,30.069000000000003,0.441,Lakhnau,India,26.52N,80.60E,2005
2005-09-01,29.035,0.515,Lakhnau,India,26.52N,80.60E,2005
2005-10-01,25.775,0.7090000000000001,Lakhnau,India,26.52N,80.60E,2005
2005-11-01,20.333,0.407,Lakhnau,India,26.52N,80.60E,2005
2005-12-01,15.435,0.309,Lakhnau,India,26.52N,80.60E,2005
2006-01-01,15.794,0.62,Lakhnau,India,26.52N,80.60E,2006
2006-02-01,21.92,0.4370000000000001,Lakhnau,India,26.52N,80.60E,2006
2006-03-01,23.730999999999998,1.176,Lakhnau,India,26.52N,80.60E,2006
2006-04-01,30.109,0.602,Lakhnau,India,26.52N,80.60E,2006
2006-05-01,32.779,0.389,Lakhnau,India,26.52N,80.60E,2006
2006-06-01,32.319,0.43,Lakhnau,India,26.52N,80.60E,2006
2006-07-01,29.788,0.3670000000000001,Lakhnau,India,26.52N,80.60E,2006
2006-08-01,29.475,0.441,Lakhnau,India,26.52N,80.60E,2006
2006-09-01,29.334,0.5760000000000001,Lakhnau,India,26.52N,80.60E,2006
2006-10-01,26.791999999999998,0.419,Lakhnau,India,26.52N,80.60E,2006
2006-11-01,21.322,0.331,Lakhnau,India,26.52N,80.60E,2006
2006-12-01,16.823,0.56,Lakhnau,India,26.52N,80.60E,2006
2007-01-01,15.423,1.084,Lakhnau,India,26.52N,80.60E,2007
2007-02-01,18.362000000000002,0.789,Lakhnau,India,26.52N,80.60E,2007
2007-03-01,23.195,0.368,Lakhnau,India,26.52N,80.60E,2007
2007-04-01,30.820999999999998,0.585,Lakhnau,India,26.52N,80.60E,2007
2007-05-01,32.545,0.599,Lakhnau,India,26.52N,80.60E,2007
2007-06-01,32.946,0.475,Lakhnau,India,26.52N,80.60E,2007
2007-07-01,30.075,0.32,Lakhnau,India,26.52N,80.60E,2007
2007-08-01,29.578000000000003,0.339,Lakhnau,India,26.52N,80.60E,2007
2007-09-01,29.158,0.292,Lakhnau,India,26.52N,80.60E,2007
2007-10-01,25.851999999999997,0.24,Lakhnau,India,26.52N,80.60E,2007
2007-11-01,21.096,0.197,Lakhnau,India,26.52N,80.60E,2007
2007-12-01,16.182000000000002,0.329,Lakhnau,India,26.52N,80.60E,2007
2008-01-01,15.413,0.34,Lakhnau,India,26.52N,80.60E,2008
2008-02-01,17.141,0.34700000000000003,Lakhnau,India,26.52N,80.60E,2008
2008-03-01,25.366,0.507,Lakhnau,India,26.52N,80.60E,2008
2008-04-01,29.594,0.508,Lakhnau,India,26.52N,80.60E,2008
2008-05-01,32.247,0.285,Lakhnau,India,26.52N,80.60E,2008
2008-06-01,29.574,0.412,Lakhnau,India,26.52N,80.60E,2008
2008-07-01,28.991,0.399,Lakhnau,India,26.52N,80.60E,2008
2008-08-01,29.177,0.245,Lakhnau,India,26.52N,80.60E,2008
2008-09-01,29.090999999999998,0.195,Lakhnau,India,26.52N,80.60E,2008
2008-10-01,26.318,0.419,Lakhnau,India,26.52N,80.60E,2008
2008-11-01,20.963,0.331,Lakhnau,India,26.52N,80.60E,2008
2008-12-01,17.442,0.261,Lakhnau,India,26.52N,80.60E,2008
2009-01-01,16.247,0.304,Lakhnau,India,26.52N,80.60E,2009
2009-02-01,19.888,0.29600000000000004,Lakhnau,India,26.52N,80.60E,2009
2009-03-01,24.783,0.412,Lakhnau,India,26.52N,80.60E,2009
2009-04-01,30.399,0.506,Lakhnau,India,26.52N,80.60E,2009
2009-05-01,32.794000000000004,0.477,Lakhnau,India,26.52N,80.60E,2009
2009-06-01,34.672999999999995,0.269,Lakhnau,India,26.52N,80.60E,2009
2009-07-01,30.95,0.21,Lakhnau,India,26.52N,80.60E,2009
2009-08-01,30.346,0.527,Lakhnau,India,26.52N,80.60E,2009
2009-09-01,29.11,0.263,Lakhnau,India,26.52N,80.60E,2009
2009-10-01,25.239,0.215,Lakhnau,India,26.52N,80.60E,2009
2009-11-01,20.749000000000002,0.243,Lakhnau,India,26.52N,80.60E,2009
2009-12-01,16.666999999999998,0.621,Lakhnau,India,26.52N,80.60E,2009
2010-01-01,13.147,0.502,Lakhnau,India,26.52N,80.60E,2010
2010-02-01,18.987000000000002,0.414,Lakhnau,India,26.52N,80.60E,2010
2010-03-01,26.496,0.46,Lakhnau,India,26.52N,80.60E,2010
2010-04-01,32.330999999999996,0.4,Lakhnau,India,26.52N,80.60E,2010
2010-05-01,33.902,0.57,Lakhnau,India,26.52N,80.60E,2010
2010-06-01,34.421,0.21600000000000005,Lakhnau,India,26.52N,80.60E,2010
2010-07-01,30.783,0.412,Lakhnau,India,26.52N,80.60E,2010
2010-08-01,29.618000000000002,0.28800000000000003,Lakhnau,India,26.52N,80.60E,2010
2010-09-01,28.54,0.4,Lakhnau,India,26.52N,80.60E,2010
2010-10-01,26.308000000000003,0.359,Lakhnau,India,26.52N,80.60E,2010
2010-11-01,21.889,0.481,Lakhnau,India,26.52N,80.60E,2010
2010-12-01,15.839,0.8190000000000001,Lakhnau,India,26.52N,80.60E,2010
2000-01-01,25.143,0.147,Madras,India,13.66N,80.09E,2000
2000-02-01,26.705,0.177,Madras,India,13.66N,80.09E,2000
2000-03-01,28.267,0.213,Madras,India,13.66N,80.09E,2000
2000-04-01,31.340999999999998,0.314,Madras,India,13.66N,80.09E,2000
2000-05-01,33.117,0.298,Madras,India,13.66N,80.09E,2000
2000-06-01,31.455,0.53,Madras,India,13.66N,80.09E,2000
2000-07-01,30.483,0.7170000000000001,Madras,India,13.66N,80.09E,2000
2000-08-01,29.683000000000003,0.687,Madras,India,13.66N,80.09E,2000
2000-09-01,30.006999999999998,0.218,Madras,India,13.66N,80.09E,2000
2000-10-01,28.408,0.239,Madras,India,13.66N,80.09E,2000
2000-11-01,26.701999999999998,0.166,Madras,India,13.66N,80.09E,2000
2000-12-01,24.429000000000002,0.263,Madras,India,13.66N,80.09E,2000
2001-01-01,25.037,0.33,Madras,India,13.66N,80.09E,2001
2001-02-01,26.821,0.156,Madras,India,13.66N,80.09E,2001
2001-03-01,29.147,0.266,Madras,India,13.66N,80.09E,2001
2001-04-01,30.139,0.29100000000000004,Madras,India,13.66N,80.09E,2001
2001-05-01,33.870999999999995,0.386,Madras,India,13.66N,80.09E,2001
2001-06-01,32.387,0.324,Madras,India,13.66N,80.09E,2001
2001-07-01,31.91,0.376,Madras,India,13.66N,80.09E,2001
2001-08-01,30.603,0.256,Madras,India,13.66N,80.09E,2001
2001-09-01,30.375,0.177,Madras,India,13.66N,80.09E,2001
2001-10-01,28.108,0.563,Madras,India,13.66N,80.09E,2001
2001-11-01,26.891,0.349,Madras,India,13.66N,80.09E,2001
2001-12-01,24.666,0.207,Madras,India,13.66N,80.09E,2001
2002-01-01,25.191,0.369,Madras,India,13.66N,80.09E,2002
2002-02-01,26.126,0.255,Madras,India,13.66N,80.09E,2002
2002-03-01,28.854,0.22,Madras,India,13.66N,80.09E,2002
2002-04-01,31.185,0.251,Madras,India,13.66N,80.09E,2002
2002-05-01,33.687,0.406,Madras,India,13.66N,80.09E,2002
2002-06-01,32.298,0.26,Madras,India,13.66N,80.09E,2002
2002-07-01,32.451,0.32299999999999995,Madras,India,13.66N,80.09E,2002
2002-08-01,30.647,0.184,Madras,India,13.66N,80.09E,2002
2002-09-01,30.901999999999997,0.193,Madras,India,13.66N,80.09E,2002
2002-10-01,28.685,0.289,Madras,India,13.66N,80.09E,2002
2002-11-01,26.138,0.331,Madras,India,13.66N,80.09E,2002
2002-12-01,24.794,0.215,Madras,India,13.66N,80.09E,2002
2003-01-01,24.933000000000003,0.212,Madras,India,13.66N,80.09E,2003
2003-02-01,27.134,0.152,Madras,India,13.66N,80.09E,2003
2003-03-01,28.745,0.16899999999999998,Madras,India,13.66N,80.09E,2003
2003-04-01,31.064,0.343,Madras,India,13.66N,80.09E,2003
2003-05-01,33.902,0.449,Madras,India,13.66N,80.09E,2003
2003-06-01,33.735,0.539,Madras,India,13.66N,80.09E,2003
2003-07-01,30.541,0.888,Madras,India,13.66N,80.09E,2003
2003-08-01,30.241,0.672,Madras,India,13.66N,80.09E,2003
2003-09-01,30.660999999999998,0.247,Madras,India,13.66N,80.09E,2003
2003-10-01,28.717,0.302,Madras,India,13.66N,80.09E,2003
2003-11-01,26.729000000000006,0.425,Madras,India,13.66N,80.09E,2003
2003-12-01,24.875,0.19,Madras,India,13.66N,80.09E,2003
2004-01-01,24.844,0.398,Madras,India,13.66N,80.09E,2004
2004-02-01,26.065,0.495,Madras,India,13.66N,80.09E,2004
2004-03-01,28.86,0.213,Madras,India,13.66N,80.09E,2004
2004-04-01,31.495,0.403,Madras,India,13.66N,80.09E,2004
2004-05-01,31.249000000000002,0.194,Madras,India,13.66N,80.09E,2004
2004-06-01,32.009,0.383,Madras,India,13.66N,80.09E,2004
2004-07-01,30.982,0.258,Madras,India,13.66N,80.09E,2004
2004-08-01,31.612,0.769,Madras,India,13.66N,80.09E,2004
2004-09-01,29.499,0.184,Madras,India,13.66N,80.09E,2004
2004-10-01,27.989,0.329,Madras,India,13.66N,80.09E,2004
2004-11-01,26.215,0.205,Madras,India,13.66N,80.09E,2004
2004-12-01,24.912,0.314,Madras,India,13.66N,80.09E,2004
2005-01-01,25.636999999999997,0.221,Madras,India,13.66N,80.09E,2005
2005-02-01,26.828000000000003,0.175,Madras,India,13.66N,80.09E,2005
2005-03-01,29.14,0.314,Madras,India,13.66N,80.09E,2005
2005-04-01,30.463,0.335,Madras,India,13.66N,80.09E,2005
2005-05-01,32.924,0.313,Madras,India,13.66N,80.09E,2005
2005-06-01,33.330999999999996,0.254,Madras,India,13.66N,80.09E,2005
2005-07-01,31.356,0.413,Madras,India,13.66N,80.09E,2005
2005-08-01,31.005000000000006,0.319,Madras,India,13.66N,80.09E,2005
2005-09-01,30.066999999999997,0.375,Madras,India,13.66N,80.09E,2005
2005-10-01,28.092,0.185,Madras,India,13.66N,80.09E,2005
2005-11-01,25.607000000000006,0.443,Madras,India,13.66N,80.09E,2005
2005-12-01,24.743000000000002,0.136,Madras,India,13.66N,80.09E,2005
2006-01-01,24.92,0.299,Madras,India,13.66N,80.09E,2006
2006-02-01,26.069000000000003,0.297,Madras,India,13.66N,80.09E,2006
2006-03-01,28.726999999999997,0.46,Madras,India,13.66N,80.09E,2006
2006-04-01,31.041999999999998,0.369,Madras,India,13.66N,80.09E,2006
2006-05-01,32.617999999999995,0.319,Madras,India,13.66N,80.09E,2006
2006-06-01,32.17,0.322,Madras,India,13.66N,80.09E,2006
2006-07-01,31.819000000000003,0.373,Madras,India,13.66N,80.09E,2006
2006-08-01,30.915000000000006,0.366,Madras,India,13.66N,80.09E,2006
2006-09-01,30.08,0.245,Madras,India,13.66N,80.09E,2006
2006-10-01,28.643,0.321,Madras,India,13.66N,80.09E,2006
2006-11-01,26.579,0.147,Madras,India,13.66N,80.09E,2006
2006-12-01,25.296999999999997,0.219,Madras,India,13.66N,80.09E,2006
2007-01-01,25.223000000000003,0.189,Madras,India,13.66N,80.09E,2007
2007-02-01,26.388,0.353,Madras,India,13.66N,80.09E,2007
2007-03-01,28.594,0.179,Madras,India,13.66N,80.09E,2007
2007-04-01,30.666,0.35,Madras,India,13.66N,80.09E,2007
2007-05-01,34.034,0.348,Madras,India,13.66N,80.09E,2007
2007-06-01,31.589,0.47,Madras,India,13.66N,80.09E,2007
2007-07-01,31.189,0.464,Madras,India,13.66N,80.09E,2007
2007-08-01,30.033,0.471,Madras,India,13.66N,80.09E,2007
2007-09-01,29.697,0.29600000000000004,Madras,India,13.66N,80.09E,2007
2007-10-01,28.558000000000003,0.342,Madras,India,13.66N,80.09E,2007
2007-11-01,26.406999999999996,0.249,Madras,India,13.66N,80.09E,2007
2007-12-01,25.264,0.299,Madras,India,13.66N,80.09E,2007
2008-01-01,25.055,0.196,Madras,India,13.66N,80.09E,2008
2008-02-01,26.697,0.267,Madras,India,13.66N,80.09E,2008
2008-03-01,27.777,0.469,Madras,India,13.66N,80.09E,2008
2008-04-01,30.534000000000002,0.211,Madras,India,13.66N,80.09E,2008
2008-05-01,33.89,0.595,Madras,India,13.66N,80.09E,2008
2008-06-01,32.370000000000005,0.389,Madras,India,13.66N,80.09E,2008
2008-07-01,31.36,0.35100000000000003,Madras,India,13.66N,80.09E,2008
2008-08-01,30.08,0.535,Madras,India,13.66N,80.09E,2008
2008-09-01,30.04,0.237,Madras,India,13.66N,80.09E,2008
2008-10-01,28.33,0.23,Madras,India,13.66N,80.09E,2008
2008-11-01,26.724,0.25,Madras,India,13.66N,80.09E,2008
2008-12-01,25.432,0.259,Madras,India,13.66N,80.09E,2008
2009-01-01,25.031,0.245,Madras,India,13.66N,80.09E,2009
2009-02-01,26.988000000000003,0.409,Madras,India,13.66N,80.09E,2009
2009-03-01,28.629,0.336,Madras,India,13.66N,80.09E,2009
2009-04-01,31.171,0.45,Madras,India,13.66N,80.09E,2009
2009-05-01,32.949,0.435,Madras,India,13.66N,80.09E,2009
2009-06-01,33.259,0.544,Madras,India,13.66N,80.09E,2009
2009-07-01,32.047,0.591,Madras,India,13.66N,80.09E,2009
2009-08-01,31.081999999999997,0.284,Madras,India,13.66N,80.09E,2009
2009-09-01,30.435,0.22,Madras,India,13.66N,80.09E,2009
